Efficiency round trip,99.77,%
SOC mean,8.35,%
SOC max,99.91,%
SOC min,0.00,%
Number of changes of signs per day,1.99,
Avg. length of resting times,1150.93,min
Pos. energy between changes of sign,27.69,%
Avg. Fulfillment Factor,27.23,%
Remaining capacity,80.09,%
Energy throughput,194.27,kWh
Equivalent full cycles,100.78,
Avg. depth of cycle for discharge,31.86,%
