,simulation,total_demand,total_generation,capacity,max_power_charging,max_power_discharging,costs,ssr,scr
0,Without Storage,2180.1295108333334,631.9959149069084,0.0,0.0,0.0,698.3662304723787,0.1991688716173622,0.6870518058907787
1,Greedy,2180.1295108333334,631.9959149069084,0.5,0.1,0.1,673.3767430797848,0.22782483823358624,0.8319562199966501
2,Greedy,2180.1295108333334,631.9959149069084,0.5,0.1,0.3,673.2998997920479,0.22791295603502304,0.83240323568236
3,Greedy,2180.1295108333334,631.9959149069084,0.5,0.1,0.5,673.2998997920479,0.22791295603502304,0.83240323568236
4,Greedy,2180.1295108333334,631.9959149069084,0.5,0.1,0.7,673.2998997920479,0.22791295603502304,0.83240323568236
5,Greedy,2180.1295108333334,631.9959149069084,0.5,0.1,0.9,673.2998997920479,0.22791295603502304,0.83240323568236
6,Greedy,2180.1295108333334,631.9959149069084,0.5,0.1,1.1,673.2998997920479,0.22791295603502304,0.83240323568236
7,Greedy,2180.1295108333334,631.9959149069084,0.5,0.3,0.1,666.7773573807953,0.23539249151541686,0.8703464165951987
8,Greedy,2180.1295108333334,631.9959149069084,0.5,0.3,0.3,665.9372064208778,0.2363559101514917,0.8752337746001455
9,Greedy,2180.1295108333334,631.9959149069084,0.5,0.3,0.5,665.810198095817,0.23650155324795652,0.8759726122421829
10,Greedy,2180.1295108333334,631.9959149069084,0.5,0.3,0.7,665.7597797305122,0.23655936903946606,0.8762659078676417
11,Greedy,2180.1295108333334,631.9959149069084,0.5,0.3,0.9,665.7197797305121,0.23660523787409404,0.8764985973836033
12,Greedy,2180.1295108333334,631.9959149069084,0.5,0.3,1.1,665.6953684084222,0.2366332308464939,0.8766406038516309
13,Greedy,2180.1295108333334,631.9959149069084,0.5,0.5,0.1,666.723108025098,0.23545470038354566,0.8706619980031589
14,Greedy,2180.1295108333334,631.9959149069084,0.5,0.5,0.3,665.8583444116283,0.23644634286300914,0.8756925336691458
15,Greedy,2180.1295108333334,631.9959149069084,0.5,0.5,0.5,665.7313360865676,0.23659198595947384,0.8764313713111832
16,Greedy,2180.1295108333334,631.9959149069084,0.5,0.5,0.7,665.673796009442,0.23665796836652775,0.8767660956285516
17,Greedy,2180.1295108333334,631.9959149069084,0.5,0.5,0.9,665.633796009442,0.23670383720115573,0.8769987851445132
18,Greedy,2180.1295108333334,631.9959149069084,0.5,0.5,1.1,665.604980209901,0.2367368808797512,0.8771664135056949
19,Greedy,2180.1295108333334,631.9959149069084,0.5,0.7,0.1,666.723108025098,0.23545470038354566,0.8706619980031589
20,Greedy,2180.1295108333334,631.9959149069084,0.5,0.7,0.3,665.8583444116284,0.23644634286300892,0.8756925336691458
21,Greedy,2180.1295108333334,631.9959149069084,0.5,0.7,0.5,665.7313360865676,0.23659198595947384,0.8764313713111832
22,Greedy,2180.1295108333334,631.9959149069084,0.5,0.7,0.7,665.673796009442,0.23665796836652775,0.8767660956285516
23,Greedy,2180.1295108333334,631.9959149069084,0.5,0.7,0.9,665.633796009442,0.23670383720115562,0.8769987851445132
24,Greedy,2180.1295108333334,631.9959149069084,0.5,0.7,1.1,665.6049802099009,0.2367368808797513,0.8771664135056949
25,Greedy,2180.1295108333334,631.9959149069084,0.5,0.9,0.1,666.723108025098,0.23545470038354566,0.8706619980031589
26,Greedy,2180.1295108333334,631.9959149069084,0.5,0.9,0.3,665.8583444116284,0.23644634286300892,0.8756925336691458
27,Greedy,2180.1295108333334,631.9959149069084,0.5,0.9,0.5,665.7313360865676,0.23659198595947384,0.8764313713111832
28,Greedy,2180.1295108333334,631.9959149069084,0.5,0.9,0.7,665.673796009442,0.23665796836652775,0.8767660956285516
29,Greedy,2180.1295108333334,631.9959149069084,0.5,0.9,0.9,665.633796009442,0.23670383720115562,0.8769987851445132
30,Greedy,2180.1295108333334,631.9959149069084,0.5,0.9,1.1,665.6049802099009,0.2367368808797513,0.8771664135056949
31,Greedy,2180.1295108333334,631.9959149069084,0.5,1.1,0.1,666.723108025098,0.23545470038354566,0.8706619980031589
32,Greedy,2180.1295108333334,631.9959149069084,0.5,1.1,0.3,665.8583444116284,0.23644634286300892,0.8756925336691458
33,Greedy,2180.1295108333334,631.9959149069084,0.5,1.1,0.5,665.7313360865676,0.23659198595947384,0.8764313713111832
34,Greedy,2180.1295108333334,631.9959149069084,0.5,1.1,0.7,665.673796009442,0.23665796836652775,0.8767660956285516
35,Greedy,2180.1295108333334,631.9959149069084,0.5,1.1,0.9,665.633796009442,0.23670383720115562,0.8769987851445132
36,Greedy,2180.1295108333334,631.9959149069084,0.5,1.1,1.1,665.6049802099009,0.2367368808797513,0.8771664135056949
37,Greedy,2180.1295108333334,631.9959149069084,0.75,0.1,0.1,671.6752824696407,0.2297759386174043,0.8416213316257434
38,Greedy,2180.1295108333334,631.9959149069084,0.75,0.1,0.3,671.6723325592418,0.2297793213412107,0.8416384919563143
39,Greedy,2180.1295108333334,631.9959149069084,0.75,0.1,0.5,671.6723325592418,0.2297793213412107,0.8416384919563143
40,Greedy,2180.1295108333334,631.9959149069084,0.75,0.1,0.7,671.6723325592418,0.2297793213412107,0.8416384919563143
41,Greedy,2180.1295108333334,631.9959149069084,0.75,0.1,0.9,671.6723325592418,0.2297793213412107,0.8416384919563143
42,Greedy,2180.1295108333334,631.9959149069084,0.75,0.1,1.1,671.6723325592418,0.2297793213412107,0.8416384919563143
43,Greedy,2180.1295108333334,631.9959149069084,0.75,0.3,0.1,659.3211019045342,0.24394273525003218,0.9134885390206713
44,Greedy,2180.1295108333334,631.9959149069084,0.75,0.3,0.3,658.8147412247442,0.24452338960711717,0.9164341595577294
45,Greedy,2180.1295108333334,631.9959149069084,0.75,0.3,0.5,658.7664819159108,0.24457872956352067,0.9167148954380562
46,Greedy,2180.1295108333334,631.9959149069084,0.75,0.3,0.7,658.7264819159109,0.24462459839814854,0.9169475849540178
47,Greedy,2180.1295108333334,631.9959149069084,0.75,0.3,0.9,658.7041413604061,0.24465021677929732,0.9170775452801864
48,Greedy,2180.1295108333334,631.9959149069084,0.75,0.3,1.1,658.6996942851622,0.24465531633327076,0.917103414974834
49,Greedy,2180.1295108333334,631.9959149069084,0.75,0.5,0.1,659.0766870772347,0.24422301083238285,0.9149103582171254
50,Greedy,2180.1295108333334,631.9959149069084,0.75,0.5,0.3,658.5134272618676,0.2448689126154744,0.9181869745620851
51,Greedy,2180.1295108333334,631.9959149069084,0.75,0.5,0.5,658.4651679530343,0.24492425257187778,0.9184677104424119
52,Greedy,2180.1295108333334,631.9959149069084,0.75,0.5,0.7,658.4251679530344,0.24497012140650576,0.9187003999583735
53,Greedy,2180.1295108333334,631.9959149069084,0.75,0.5,0.9,658.3856563757162,0.24501543015665317,0.9189302482033997
54,Greedy,2180.1295108333334,631.9959149069084,0.75,0.5,1.1,658.3769008038124,0.2450254703536464,0.9189811814481059
55,Greedy,2180.1295108333334,631.9959149069084,0.75,0.7,0.1,659.0758798097191,0.2442239365428871,0.9149150542843116
56,Greedy,2180.1295108333334,631.9959149069084,0.75,0.7,0.3,658.5126199943521,0.24486983832597864,0.9181916706292713
57,Greedy,2180.1295108333334,631.9959149069084,0.75,0.7,0.5,658.4643606855187,0.24492517828238214,0.918472406509598
58,Greedy,2180.1295108333334,631.9959149069084,0.75,0.7,0.7,658.4243606855186,0.24497104711701023,0.9187050960255596
59,Greedy,2180.1295108333334,631.9959149069084,0.75,0.7,0.9,658.3848491082007,0.24501635586715742,0.918934944270586
60,Greedy,2180.1295108333334,631.9959149069084,0.75,0.7,1.1,658.3760935362967,0.24502639606415078,0.918985877515292
61,Greedy,2180.1295108333334,631.9959149069084,0.75,0.9,0.1,659.0758798097191,0.2442239365428871,0.9149150542843116
62,Greedy,2180.1295108333334,631.9959149069084,0.75,0.9,0.3,658.5126199943521,0.24486983832597864,0.9181916706292713
63,Greedy,2180.1295108333334,631.9959149069084,0.75,0.9,0.5,658.4643606855187,0.24492517828238214,0.918472406509598
64,Greedy,2180.1295108333334,631.9959149069084,0.75,0.9,0.7,658.4243606855186,0.24497104711701023,0.9187050960255596
65,Greedy,2180.1295108333334,631.9959149069084,0.75,0.9,0.9,658.3848491082007,0.24501635586715742,0.918934944270586
66,Greedy,2180.1295108333334,631.9959149069084,0.75,0.9,1.1,658.3760935362967,0.24502639606415078,0.918985877515292
67,Greedy,2180.1295108333334,631.9959149069084,0.75,1.1,0.1,659.0758798097191,0.2442239365428871,0.9149150542843116
