Efficiency round trip,99.69,%
SOC mean,7.53,%
SOC max,99.39,%
SOC min,0.00,%
Number of changes of signs per day,1.92,
Avg. length of resting times,1168.14,min
Pos. energy between changes of sign,32.17,%
Avg. Fulfillment Factor,22.50,%
Remaining capacity,79.94,%
Energy throughput,216.88,kWh
Equivalent full cycles,112.59,
Avg. depth of cycle for discharge,36.86,%
